participantId,intervalStartTime,intervalEndTime,currentLocations
301,2022-03-01 16:45:00+00:00,2022-03-01 16:55:00+00:00,"['POINT (-1968.219929915483 4032.689324603983)', 'POINT (-1934.5093311977298 3691.406898164338)', 'POINT (-2002.5283978698928 3479.9804012261734)']"
301,2022-03-01 08:05:00+00:00,2022-03-01 08:15:00+00:00,"['POINT (-1999.7387684605176 3482.9918834625214)', 'POINT (-1927.9321685499801 3957.4214003380757)', 'POINT (-1971.0095593248582 4029.677842367635)']"
302,2022-03-01 06:55:00+00:00,2022-03-01 07:40:00+00:00,"['POINT (-4500.973447034674 4816.8881400610535)', 'POINT (-4363.619893688153 5028.494012250252)', 'POINT (-3945.2160655311245 5023.95469803422)', 'POINT (-3775.7870431102874 5303.742260650621)', 'POINT (-3799.0096330631673 5722.517038180511)', 'POINT (-3478.740935205706 5857.016219251336)', 'POINT (-3340.2625837397422 6171.711956680554)', 'POINT (-3149.251776172827 6428.553432773478)', 'POINT (-2867.007723519383 6631.023354589812)', 'POINT (-2727.969895971715 6707.263458200837)']"
302,2022-03-01 16:20:00+00:00,2022-03-01 17:05:00+00:00,"['POINT (-2724.188038485895 6717.649856866765)', 'POINT (-3004.8812966369305 6472.233836677023)', 'POINT (-3224.3757003724236 6242.649844197583)', 'POINT (-3352.6076511947804 5925.964099205623)', 'POINT (-3724.8695341455896 5838.727732268855)', 'POINT (-3782.9342132737033 5476.493091240265)', 'POINT (-3795.291385838093 5057.9197999039325)', 'POINT (-4191.302349306186 5030.285353915066)', 'POINT (-4554.0500088276385 4939.527521888685)', 'POINT (-4504.755304520494 4806.5017413951255)']"
303,2022-03-01 16:50:00+00:00,2022-03-01 16:55:00+00:00,"['POINT (-2330.4222998927135 2944.7204566724226)', 'POINT (-2189.4862839531493 2831.767758541419)']"
303,2022-03-01 07:55:00+00:00,2022-03-01 08:00:00+00:00,"['POINT (-2194.538213274417 2838.0164709864057)', 'POINT (-2325.3703705714456 2938.471744227436)']"
304,2022-03-01 07:25:00+00:00,2022-03-01 07:55:00+00:00,"['POINT (-4434.874589912966 7542.97976303824)', 'POINT (-4199.132711016929 7338.411972854481)', 'POINT (-4169.807033485238 6922.278426835335)', 'POINT (-4027.7984294368116 6599.582287341141)', 'POINT (-3764.2359643357345 6433.5298823898065)', 'POINT (-3537.0053606049223 6208.631857234223)', 'POINT (-3294.083665873474 6143.970780957486)']"
304,2022-03-01 16:35:00+00:00,2022-03-01 17:05:00+00:00,"['POINT (-3300.166421375523 6148.413135904235)', 'POINT (-3676.468579545715 6212.882742791545)', 'POINT (-3761.489816117541 6573.19399608318)', 'POINT (-4134.450064706872 6645.372010476838)', 'POINT (-4198.209145061298 7058.280122952478)', 'POINT (-4298.680248497847 7380.975830247165)', 'POINT (-4428.791834410917 7538.537408091491)']"
305,2022-03-01 07:20:00+00:00,2022-03-01 07:25:00+00:00,"['POINT (-546.7183538958213 4791.255480725052)', 'POINT (-772.036946496939 4856.3259923411615)']"
305,2022-03-01 15:55:00+00:00,2022-03-01 16:00:00+00:00,"['POINT (-784.6236528229551 4863.66806749154)', 'POINT (-534.1316475698052 4783.913405574674)']"
306,2022-03-01 07:05:00+00:00,2022-03-01 07:40:00+00:00,"['POINT (-4434.874589912966 7503.549114210993)', 'POINT (-4199.648892388058 7230.555725285007)', 'POINT (-4146.8131533745545 6817.262720672861)', 'POINT (-3920.6159757324585 6587.384586816127)', 'POINT (-3760.7447228032015 6325.712858902276)', 'POINT (-3429.3720503054005 6215.427740332776)', 'POINT (-3514.451640546496 6062.663301482423)', 'POINT (-3571.2748091829667 6101.943570288897)']"
306,2022-03-01 16:30:00+00:00,2022-03-01 17:00:00+00:00,"['POINT (-3565.1819079696543 6099.396253692319)', 'POINT (-3403.061885643759 6219.331625360608)', 'POINT (-3758.417401779442 6299.25769698831)', 'POINT (-3894.1681606051834 6584.344428388148)', 'POINT (-4144.622329003592 6790.731045700306)', 'POINT (-4200.356370578036 7203.943153765433)', 'POINT (-4440.967491126279 7506.096430807571)']"
307,2022-03-01 08:05:00+00:00,2022-03-01 08:10:00+00:00,"['POINT (-2361.3242679569444 4522.880476844184)', 'POINT (-1990.5888943184327 4698.503167313164)']"
307,2022-03-01 16:40:00+00:00,2022-03-01 16:45:00+00:00,"['POINT (-1985.985052430187 4683.882031145004)', 'POINT (-2365.92810984519 4537.501613012345)']"
308,2022-03-01 16:35:00+00:00,2022-03-01 16:50:00+00:00,"['POINT (-3569.215604711074 4903.19250465635)', 'POINT (-3405.8713762237135 5167.097907776235)', 'POINT (-3372.5796556681285 5583.898310811879)', 'POINT (-3659.9455014118075 5700.540521028926)']"
308,2022-03-01 07:50:00+00:00,2022-03-01 08:05:00+00:00,"['POINT (-3660.2646170373177 5706.288268656919)', 'POINT (-3372.8474901981363 5581.565664628793)', 'POINT (-3405.981254272917 5164.7525079456655)', 'POINT (-3568.8964890855636 4897.444757028357)']"
309,2022-03-01 17:15:00+00:00,2022-03-01 17:50:00+00:00,"['POINT (-580.0171765817988 5936.726442233701)', 'POINT (-807.6604829022815 5799.831987783248)', 'POINT (-1227.6167117148686 5803.763070937812)', 'POINT (-1647.390242654917 5802.550015067044)', 'POINT (-2065.690801389286 5827.135443113761)', 'POINT (-2484.1265703448653 5855.524180519879)', 'POINT (-2903.9944476875594 5864.080419440606)', 'POINT (-3064.912565138016 6024.384022015639)']"
309,2022-03-01 08:10:00+00:00,2022-03-01 08:45:00+00:00,"['POINT (-3062.2884042311425 6023.397685584292)', 'POINT (-2698.385147668725 5862.296698463744)', 'POINT (-2279.809728420283 5833.3300057032475)', 'POINT (-1860.0910794562094 5825.724096911879)', 'POINT (-1441.8916334207163 5799.083244318547)', 'POINT (-1022.0316634132713 5800.411308979409)', 'POINT (-700.9342486150275 5918.501875277494)', 'POINT (-582.6413374886723 5937.712778665048)']"
311,2022-03-01 16:40:00+00:00,2022-03-01 16:55:00+00:00,"['POINT (-1771.452216635636 4386.238292917949)', 'POINT (-2027.305832086762 4570.404941973213)', 'POINT (-2385.5555516576746 4611.733643892383)', 'POINT (-2523.7603877536035 4536.050220542302)']"
311,2022-03-01 07:55:00+00:00,2022-03-01 08:05:00+00:00,"['POINT (-2521.191949079259 4549.89263507646)', 'POINT (-2030.0560826121252 4621.684503070239)', 'POINT (-1774.0206553099808 4372.395878383792)']"
312,2022-03-01 08:05:00+00:00,2022-03-01 08:55:00+00:00,"['POINT (-2386.1537768899043 5877.001177988991)', 'POINT (-1919.3792123791197 5827.010838052232)', 'POINT (-1501.1542730335732 5797.852412251102)', 'POINT (-1081.333750586046 5800.3818947044765)', 'POINT (-870.6674175171694 5574.693402772406)', 'POINT (-861.5793210530791 5155.262706364192)', 'POINT (-877.2930774100878 4735.878344989622)', 'POINT (-753.6138832853326 4439.189865371173)', 'POINT (-476.74736385419084 4280.530077629074)', 'POINT (-434.04311625027196 3862.9718798397494)', 'POINT (-359.1644280563882 3673.8157879277223)']"
312,2022-03-01 17:45:00+00:00,2022-03-01 18:35:00+00:00,"['POINT (-344.87724461848586 3683.020262283885)', 'POINT (-460.2394272864724 4059.0156192288246)', 'POINT (-531.7479742366899 4435.162139399634)', 'POINT (-883.6960134171482 4514.52496232458)', 'POINT (-864.7576733821446 4933.125520869186)', 'POINT (-857.6912073917141 5353.024288029378)', 'POINT (-886.720109729442 5771.628169030428)', 'POINT (-1279.1060958673977 5804.164276342891)', 'POINT (-1698.770900489103 5804.5486475451935)', 'POINT (-2117.199867735137 5827.226460873879)', 'POINT (-2400.440960327807 5867.796703632828)']"
313,2022-03-01 16:05:00+00:00,2022-03-01 16:45:00+00:00,"['POINT (-2616.4800271638437 6541.191811600034)', 'POINT (-2894.491262142772 6456.916438552959)', 'POINT (-3179.2440088670905 6285.639760484809)', 'POINT (-3341.5045051607913 6008.687275777941)', 'POINT (-3641.715612701637 5846.882527608207)', 'POINT (-3792.180155811489 5559.548207451506)', 'POINT (-3790.9032364277173 5141.234119838845)', 'POINT (-3625.112558159885 4884.653334479864)', 'POINT (-3653.7001033596434 4802.179237690303)']"
313,2022-03-01 06:45:00+00:00,2022-03-01 07:20:00+00:00,"['POINT (-3663.4136697448293 4812.3758241414525)', 'POINT (-3794.862798937306 5098.184882045184)', 'POINT (-3787.6415607723584 5516.484357863119)', 'POINT (-3684.8375386837224 5843.075129871364)', 'POINT (-3345.635770367788 5965.62331508677)', 'POINT (-3184.20733169947 6245.471667141526)', 'POINT (-2937.5302771554307 6452.69375871354)', 'POINT (-2606.766460778658 6530.995225148885)']"
314,2022-03-01 17:00:00+00:00,2022-03-01 17:25:00+00:00,"['POINT (-1967.8258905516104 4254.2510682971215)', 'POINT (-1927.8777903797622 3917.825646166259)', 'POINT (-1944.9605809104519 3498.2990857855857)', 'POINT (-2143.319664599354 3254.128153936253)', 'POINT (-2375.3961214223646 3015.934956970334)', 'POINT (-2459.039092455746 2982.023367543819)']"
314,2022-03-01 08:05:00+00:00,2022-03-01 08:25:00+00:00,"['POINT (-2448.4459957627114 2975.182377746389)', 'POINT (-2167.4886834333206 3229.745291186926)', 'POINT (-1949.9509463664397 3452.010405188042)', 'POINT (-1928.8831452630363 3871.2904843256197)', 'POINT (-1978.418987244645 4261.092058094551)']"
315,2022-03-01 07:25:00+00:00,2022-03-01 08:15:00+00:00,"['POINT (-3610.0936121106943 5654.560913915973)', 'POINT (-3235.256009014119 5877.392546292239)', 'POINT (-2815.7110303121867 5863.895542212675)', 'POINT (-2396.2280123025357 5848.016442667279)', 'POINT (-1977.4091879568475 5827.682134419178)', 'POINT (-1559.1447821273803 5800.232601949457)', 'POINT (-1139.360315631531 5801.588351736656)', 'POINT (-876.2723422136204 5632.454349682006)', 'POINT (-664.1519306832494 5385.62392109278)', 'POINT (-326.42882979546505 5294.555703059566)', 'POINT (-290.7357805443783 5132.941399536528)']"
315,2022-03-01 17:15:00+00:00,2022-03-01 18:05:00+00:00,"['POINT (-276.66830053571516 5125.990451518039)', 'POINT (-432.52053123229723 5294.28822185609)', 'POINT (-699.8088943481708 5461.517078493505)', 'POINT (-886.1911447286423 5737.997983387153)', 'POINT (-1245.4847994343866 5804.252933169189)', 'POINT (-1665.2631906742936 5802.8074113661105)', 'POINT (-2083.565574846203 5827.1670282687255)', 'POINT (-2501.9825025382434 5856.345282988256)', 'POINT (-2921.8246353225813 5865.212808328533)', 'POINT (-3341.2425779511914 5872.626953598815)', 'POINT (-3624.1610921193574 5661.511861934462)']"
316,2022-03-01 16:40:00+00:00,2022-03-01 17:20:00+00:00,"['POINT (-501.42676062779447 3608.0722709059037)', 'POINT (-876.8792504162421 3764.4535842123837)', 'POINT (-882.5390248807071 4182.758386764306)', 'POINT (-888.4039522622064 4601.370910742981)', 'POINT (-862.8447987752158 5020.12117307666)', 'POINT (-859.7213838662244 5439.993099782572)', 'POINT (-946.1875264598069 5800.1196403144695)', 'POINT (-1366.0917599380148 5801.707814210295)', 'POINT (-1791.2010589212853 5848.289718840059)']"
316,2022-03-01 07:10:00+00:00,2022-03-01 07:50:00+00:00,"['POINT (-1803.506193612398 5850.647195738124)', 'POINT (-1343.211223105909 5802.3539571454785)', 'POINT (-923.2987021173208 5799.924226300444)', 'POINT (-858.3982125755517 5417.151074456989)', 'POINT (-863.0839013401712 4997.232763425016)', 'POINT (-887.4928684990006 4578.499391493171)', 'POINT (-884.004756332476 4159.915705272649)', 'POINT (-876.6221323619088 3741.565369849439)', 'POINT (-489.1216259366818 3605.714794007839)']"
317,2022-03-01 15:45:00+00:00,2022-03-01 16:15:00+00:00,"['POINT (-1034.4629823865148 3711.3026228381386)', 'POINT (-1293.6675471789124 3808.802552304437)', 'POINT (-1661.9013619125826 3840.8800793127975)', 'POINT (-1936.1752405025734 3653.452821296975)', 'POINT (-1987.8587739724048 3254.0280465249402)', 'POINT (-2220.5563813343133 3023.7571794029036)', 'POINT (-2384.220843707006 2870.4897426167495)']"
317,2022-03-01 06:35:00+00:00,2022-03-01 07:05:00+00:00,"['POINT (-2373.5445644684123 2884.610915897236)', 'POINT (-2181.275793545357 3133.1936716738865)', 'POINT (-1963.2201206111756 3354.9020360044447)', 'POINT (-1932.4440676733502 3773.34109737201)', 'POINT (-1542.0736532473395 3844.165005263237)', 'POINT (-1287.8302229671544 3688.9912490147253)', 'POINT (-1045.139261625109 3697.1814495576523)']"
318,2022-03-01 08:05:00+00:00,2022-03-01 08:30:00+00:00,"['POINT (-2465.778672973931 3056.814237716957)', 'POINT (-2167.4886834333206 3229.745291186926)', 'POINT (-1949.9509463664397 3452.010405188042)', 'POINT (-1861.353446610117 3810.5597309955556)', 'POINT (-1725.0477411979211 4127.252691194645)', 'POINT (-1584.3960785111678 4255.118136178264)']"
318,2022-03-01 17:00:00+00:00,2022-03-01 17:25:00+00:00,"['POINT (-1590.4202895493163 4258.263943913515)', 'POINT (-1729.5278193181312 3969.624782084341)', 'POINT (-1933.7173702681757 3713.679089383445)', 'POINT (-1967.159377199537 3295.3922458374227)', 'POINT (-2198.587577692746 3076.0843149417387)', 'POINT (-2459.7544619357823 3053.668429981706)']"
319,2022-03-01 08:15:00+00:00,2022-03-01 08:40:00+00:00,"['POINT (-3341.984083186051 5587.368657736281)', 'POINT (-3574.3673288911828 5706.376535452479)', 'POINT (-3348.137828161799 5951.390477110594)', 'POINT (-3328.4486798381085 6370.252427393538)', 'POINT (-3516.5911606261175 6581.800533591013)', 'POINT (-3586.0787640156323 6783.456831898686)']"
319,2022-03-01 17:20:00+00:00,2022-03-01 17:45:00+00:00,"['POINT (-3588.3242190090755 6798.416765323038)', 'POINT (-3519.022858583364 6411.944139980165)', 'POINT (-3339.1229332741077 6200.76584271621)', 'POINT (-3449.73938539768 5859.090314882653)', 'POINT (-3505.259508481707 5634.131915811314)', 'POINT (-3339.738628192608 5572.408724311929)']"
320,2022-03-01 08:40:00+00:00,2022-03-01 08:45:00+00:00,"['POINT (-567.7565018610546 4873.227525333588)', 'POINT (-778.1212962614677 4928.721309912412)']"
320,2022-03-01 17:15:00+00:00,2022-03-01 17:20:00+00:00,"['POINT (-784.6236528229551 4940.6907489765335)', 'POINT (-561.2541452995672 4861.258086269467)']"
321,2022-03-01 15:50:00+00:00,2022-03-01 15:55:00+00:00,"['POINT (-1771.452216635636 4386.238292917949)', 'POINT (-1962.9652693200424 4548.857435188247)']"
321,2022-03-01 07:15:00+00:00,2022-03-01 07:20:00+00:00,"['POINT (-1966.195146296298 4552.187553862719)', 'POINT (-1768.2223396593804 4382.908174243477)']"
323,2022-03-01 08:50:00+00:00,2022-03-01 08:55:00+00:00,"['POINT (-1623.6231276171884 4781.304436867264)', 'POINT (-1783.3813544443626 4561.099410527168)']"
323,2022-03-01 17:25:00+00:00,2022-03-01 17:30:00+00:00,"['POINT (-1784.078473278472 4571.813634096875)', 'POINT (-1622.926008783079 4770.590213297557)']"
324,2022-03-01 07:35:00+00:00,2022-03-01 07:50:00+00:00,"['POINT (-3610.0936121106943 5706.288268656919)', 'POINT (-3342.3586196615297 5996.615398793081)', 'POINT (-3153.029669519242 6246.655188255272)', 'POINT (-3081.584653551925 6296.595251572465)']"
324,2022-03-01 16:30:00+00:00,2022-03-01 16:45:00+00:00,"['POINT (-3079.473260122901 6283.8148275615595)', 'POINT (-3340.6127046094352 6132.046882236593)', 'POINT (-3518.3444338231916 5854.209759264279)', 'POINT (-3612.205005539718 5719.0686926678245)']"
325,2022-03-01 07:05:00+00:00,2022-03-01 07:45:00+00:00,"['POINT (-1196.5570261244097 3078.852116162034)', 'POINT (-1166.439799946012 2652.5715071002023)', 'POINT (-1586.2671714280145 2662.9173842507307)', 'POINT (-2000.367714130039 2642.2244746201304)', 'POINT (-1961.8899394877712 3059.2555602248704)', 'POINT (-1947.1700466662896 3477.8049445117285)', 'POINT (-1835.6925925054345 3814.3823254916642)', 'POINT (-1724.541880269346 4153.191769181042)', 'POINT (-1673.0044960557586 4176.321520283467)']"
325,2022-03-01 16:25:00+00:00,2022-03-01 17:05:00+00:00,"['POINT (-1670.937273533352 4186.622203455871)', 'POINT (-1733.9931005929732 3871.591063302507)', 'POINT (-1937.7156491200687 3615.5925118196956)', 'POINT (-1968.2153932876872 3197.2843174326285)', 'POINT (-1992.2797081113379 2779.9370858880307)', 'POINT (-1724.111670930865 2653.793520739622)', 'POINT (-1304.5181732491278 2658.0776356552433)', 'POINT (-1169.6335633139627 2907.391617596915)', 'POINT (-1198.6242486468163 3068.55143298963)']"
326,2022-03-01 06:45:00+00:00,2022-03-01 07:40:00+00:00,"['POINT (-1251.1994497922349 3058.3861538128076)', 'POINT (-1166.439799946012 2652.5715071002023)', 'POINT (-1586.2671714280145 2662.9173842507307)', 'POINT (-2000.367714130039 2642.2244746201304)', 'POINT (-1961.8899394877712 3059.2555602248704)', 'POINT (-1947.1700466662896 3477.8049445117285)', 'POINT (-1835.6925925054345 3814.3823254916642)', 'POINT (-1724.541880269346 4153.191769181042)', 'POINT (-1373.2811510760087 4252.8766439259825)', 'POINT (-1112.0824442830021 4430.93225646315)', 'POINT (-885.7717750551792 4655.6468143499205)', 'POINT (-790.7203168839654 4934.389468213839)']"
326,2022-03-01 16:10:00+00:00,2022-03-01 17:05:00+00:00,"['POINT (-784.6236528229551 4940.6907489765335)', 'POINT (-935.0794025289055 4615.319896456442)', 'POINT (-1152.3890657630602 4384.889716077575)', 'POINT (-1453.0293307966801 4243.021825100794)', 'POINT (-1726.7428704493052 4072.8678712187166)', 'POINT (-1915.1712455327038 3802.5427093829885)', 'POINT (-1957.084413122723 3398.074784367752)', 'POINT (-1963.7234011621467 2978.9208154694506)', 'POINT (-1924.9011689061902 2640.2946613482923)', 'POINT (-1505.9197506730104 2662.4012529567917)', 'POINT (-1147.2393759271179 2707.2725784443)', 'POINT (-1257.2961138532453 3052.084873050113)']"
327,2022-03-01 16:20:00+00:00,2022-03-01 16:55:00+00:00,"['POINT (-2909.0282137217323 6510.130398749252)', 'POINT (-3180.1092163373883 6264.509594968286)', 'POINT (-3342.997037173171 5987.592138259681)', 'POINT (-3662.8108084554824 5845.4671903490025)', 'POINT (-3790.103574443879 5538.502535959582)', 'POINT (-3793.71601391537 5120.274139840591)', 'POINT (-3625.121347514872 4863.505464576029)', 'POINT (-3667.868435242565 4810.214863385205)']"
327,2022-03-01 07:15:00+00:00,2022-03-01 07:45:00+00:00,"['POINT (-3663.4136697448293 4812.3758241414525)', 'POINT (-3794.862798937306 5098.184882045184)', 'POINT (-3787.6415607723584 5516.484357863119)', 'POINT (-3684.8375386837224 5843.075129871364)', 'POINT (-3345.635770367788 5965.62331508677)', 'POINT (-3184.20733169947 6245.471667141526)', 'POINT (-2913.482979219468 6507.969437993004)']"
328,2022-03-01 16:45:00+00:00,2022-03-01 17:30:00+00:00,"['POINT (-1403.8103454524935 4457.26433207949)', 'POINT (-1845.2331958909303 4425.777240366355)', 'POINT (-1931.448883859322 4101.182133940885)', 'POINT (-1934.9493026893563 3681.3831160988384)', 'POINT (-1968.7820036714513 3263.1119846991464)', 'POINT (-1981.7507865587925 2844.9108827212945)', 'POINT (-1789.5844162880187 2646.7647139666205)', 'POINT (-1370.3415304560374 2659.9134339193397)', 'POINT (-1163.1663589261952 2841.8970781448666)', 'POINT (-1099.8182546721594 3030.9610314766505)']"
328,2022-03-01 07:30:00+00:00,2022-03-01 08:15:00+00:00,"['POINT (-1109.3214248131821 3017.7174656996385)', 'POINT (-1166.439799946012 2652.5715071002023)', 'POINT (-1586.2671714280145 2662.9173842507307)', 'POINT (-2000.367714130039 2642.2244746201304)', 'POINT (-1961.8899394877712 3059.2555602248704)', 'POINT (-1947.1700466662896 3477.8049445117285)', 'POINT (-1927.8494820258854 3897.2127675677675)', 'POINT (-1931.9390933405462 4317.118210914156)', 'POINT (-1630.1058766698588 4412.527045472615)', 'POINT (-1394.3071753114707 4470.507897856502)']"
329,2022-03-01 16:15:00+00:00,2022-03-01 16:50:00+00:00,"['POINT (-3209.738139187618 6557.838945386657)', 'POINT (-3105.976029630407 6248.2598028299335)', 'POINT (-3018.2684834935703 5921.695311814386)', 'POINT (-2640.2140754379834 5861.1037668103045)', 'POINT (-2221.8590799851977 5829.050990238012)', 'POINT (-1802.1829749678893 5820.341324021501)', 'POINT (-1623.3922926062362 6036.208795702126)', 'POINT (-1624.6364536455433 5983.342110677975)']"
329,2022-03-01 07:10:00+00:00,2022-03-01 07:40:00+00:00,"['POINT (-1638.4312298944653 5992.041051046559)', 'POINT (-1778.733786536574 5817.868586680911)', 'POINT (-2198.2881239666754 5828.427371431543)', 'POINT (-2616.6450467163745 5860.4167295584675)', 'POINT (-3014.203460843961 5898.469152878802)', 'POINT (-3082.4076838785772 6248.9727914260475)', 'POINT (-3195.943362938696 6549.140005018073)']"
330,2022-03-01 16:40:00+00:00,2022-03-01 16:50:00+00:00,"['POINT (-1670.937273533352 4186.622203455871)', 'POINT (-1733.9931005929732 3871.591063302507)', 'POINT (-1698.9928815786132 3773.5966598544746)']"
330,2022-03-01 07:50:00+00:00,2022-03-01 07:55:00+00:00,"['POINT (-1698.0079892149288 3783.0793495919233)', 'POINT (-1671.9221658970364 4177.139513718423)']"
331,2022-03-01 15:55:00+00:00,2022-03-01 16:35:00+00:00,"['POINT (-1670.937273533352 4186.622203455871)', 'POINT (-1733.9931005929732 3871.591063302507)', 'POINT (-1937.7156491200687 3615.5925118196956)', 'POINT (-1968.2153932876872 3197.2843174326285)', 'POINT (-1992.2797081113379 2779.9370858880307)', 'POINT (-1724.111670930865 2653.793520739622)', 'POINT (-1304.5181732491278 2658.0776356552433)', 'POINT (-1169.6335633139627 2907.391617596915)', 'POINT (-1100.628103356437 2991.8794309319906)']"
331,2022-03-01 06:35:00+00:00,2022-03-01 07:10:00+00:00,"['POINT (-1109.3214248131821 2986.5257156326306)', 'POINT (-1255.9884588153034 2656.5856054895225)', 'POINT (-1675.794761281647 2658.4580181334863)', 'POINT (-1998.398455588451 2731.7705537424886)', 'POINT (-1966.8295482015806 3148.7571326862876)', 'POINT (-1939.5839379164142 3567.0748512558384)', 'POINT (-1747.8401079213222 3832.1630951907186)', 'POINT (-1662.2439520766068 4191.975918755231)']"
332,2022-03-01 07:00:00+00:00,2022-03-01 07:40:00+00:00,"['POINT (-1550.2078167200907 5934.3151642728735)', 'POINT (-1813.3186880835879 5821.515594666985)', 'POINT (-2233.0526189366133 5829.347138658786)', 'POINT (-2651.4091775170546 5861.333348131767)', 'POINT (-3070.9741734285326 5875.477824302107)', 'POINT (-3489.7825080548773 5856.233769885064)', 'POINT (-3799.559741455041 5711.48185746674)', 'POINT (-4001.558096330212 5493.941450106603)', 'POINT (-4158.119327793687 5366.141229999285)']"
332,2022-03-01 16:40:00+00:00,2022-03-01 17:20:00+00:00,"['POINT (-4153.336133623585 5376.423146435112)', 'POINT (-3850.4862069091223 5618.771870977197)', 'POINT (-3637.6982235152304 5847.103452945193)', 'POINT (-3219.1307014741783 5877.474104901428)', 'POINT (-2799.585551878171 5863.861773314272)', 'POINT (-2380.2237850024057 5846.042385021165)', 'POINT (-1961.2840760488505 5827.795980890253)', 'POINT (-1543.032834108664 5799.571295585814)', 'POINT (-1554.9910108901931 5924.0332478370465)']"
333,2022-03-01 07:35:00+00:00,2022-03-01 08:05:00+00:00,"['POINT (-1528.1519634264969 5948.746635966295)', 'POINT (-1677.3536821252126 5802.981531928089)', 'POINT (-2095.657301148639 5827.188394640165)', 'POINT (-2514.061483314005 5856.900733178312)', 'POINT (-2933.8784012900987 5866.1704238542825)', 'POINT (-3021.3203082498617 6213.422441420177)', 'POINT (-3219.977258474419 6145.575869002828)']"
333,2022-03-01 16:35:00+00:00,2022-03-01 17:05:00+00:00,"['POINT (-3221.2402871851464 6153.955275915399)', 'POINT (-3029.7570441036237 5995.707329239439)', 'POINT (-2715.1450129230593 5862.640398055356)', 'POINT (-2296.4355639773416 5835.473088711991)', 'POINT (-1876.850521895929 5826.087830141674)', 'POINT (-1490.0756676465332 5828.612628998194)', 'POINT (-1526.8889347157697 5940.367229053723)']"
334,2022-03-01 08:20:00+00:00,2022-03-01 08:35:00+00:00,"['POINT (-4193.842844934759 5815.668581309632)', 'POINT (-3931.568472450008 5621.959394228478)', 'POINT (-3774.205005533257 5331.155303676673)', 'POINT (-3776.9388798511186 4996.9596102036285)']"
334,2022-03-01 17:15:00+00:00,2022-03-01 17:30:00+00:00,"['POINT (-3786.373075235378 4999.485452069126)', 'POINT (-3780.243930610877 5453.63779719396)', 'POINT (-4054.076699918755 5619.258151649831)', 'POINT (-4184.4086495505 5813.142739444134)']"
335,2022-03-01 08:10:00+00:00,2022-03-01 08:55:00+00:00,"['POINT (-4256.478683484973 5801.734568216811)', 'POINT (-4029.006843744134 5620.860027569492)', 'POINT (-3790.538252808424 5804.126346263272)', 'POINT (-3397.2549373764996 5866.257693124636)', 'POINT (-2978.044733144566 5869.6792330690305)', 'POINT (-2558.3322166896473 5858.622924391425)', 'POINT (-2139.9627238692974 5827.266683388597)', 'POINT (-1721.1622238058699 5808.644728276721)', 'POINT (-1301.8599163843412 5803.521711857478)', 'POINT (-1025.5174396682794 5752.967329553626)']"
335,2022-03-01 17:25:00+00:00,2022-03-01 18:10:00+00:00,"['POINT (-1033.1767361471275 5766.179874318859)', 'POINT (-1402.523781698078 5800.474466705077)', 'POINT (-1820.8702386492566 5822.311912250333)', 'POINT (-2240.643383400654 5829.547968165724)', 'POINT (-2659.001001997406 5861.48903595705)', 'POINT (-3078.5566970331647 5875.884485616471)', 'POINT (-3497.3569343110667 5855.69701619019)', 'POINT (-3799.4164481290622 5703.889788930291)', 'POINT (-4128.538409808341 5607.485217175118)', 'POINT (-4248.819387006125 5788.522023451577)']"
336,2022-03-01 16:10:00+00:00,2022-03-01 16:40:00+00:00,"['POINT (-2200.279972988196 3572.4693137151007)', 'POINT (-2109.632200155937 3254.4469227655995)', 'POINT (-1963.8274440550206 2974.362084103828)', 'POINT (-1920.3417572805981 2640.3626482285395)', 'POINT (-1501.3600310844115 2662.3586635118836)', 'POINT (-1147.655039653042 2711.813512296981)', 'POINT (-1221.1177227396242 3008.5997338425304)']"
336,2022-03-01 07:10:00+00:00,2022-03-01 07:40:00+00:00,"['POINT (-1226.0335983358684 2995.2562131754303)', 'POINT (-1166.439799946012 2652.5715071002023)', 'POINT (-1586.2671714280145 2662.9173842507307)', 'POINT (-2000.367714130039 2642.2244746201304)', 'POINT (-1961.8899394877712 3059.2555602248704)', 'POINT (-2164.000883312072 3282.78350624043)', 'POINT (-2195.364097391952 3585.812834382201)']"
337,2022-03-01 15:55:00+00:00,2022-03-01 17:10:00+00:00,"['POINT (-1912.6667454275262 5288.50006673243)', 'POINT (-1442.0490360885033 5237.826679054958)', 'POINT (-1025.0550517948086 5210.438649305063)', 'POINT (-861.0252164601669 5457.278070376767)', 'POINT (-963.5209706754409 5800.26762510654)', 'POINT (-1383.4167408320636 5801.149691332024)', 'POINT (-1801.8566925822986 5820.306917259802)', 'POINT (-2221.5311032715085 5829.042312929947)', 'POINT (-2639.886052923813 5861.097039954066)', 'POINT (-3059.4651660148984 5874.860580185785)', 'POINT (-3478.285791066982 5857.048472558702)', 'POINT (-3798.9625218979577 5722.970885072054)', 'POINT (-3775.756406760455 5304.197516487399)', 'POINT (-3944.7621470436166 5024.001114298075)', 'POINT (-4363.177623269186 5028.60623229908)', 'POINT (-4594.621089341681 4844.792221097786)']"
