participantId,intervalStartTime,intervalEndTime,currentLocations
173,2022-03-01 08:20:00+00:00,2022-03-01 08:30:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (21.75570206567331 1659.4249457825504)', 'POINT (-95.94365413835277 1511.0056248351607)']"
174,2022-03-01 12:15:00+00:00,2022-03-01 12:25:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1350.3911517156644 3643.7508305016736)', 'POINT (1316.0728786715365 3227.6859640235043)']"
175,2022-03-01 10:25:00+00:00,2022-03-01 10:30:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (810.9268205768844 4191.007488813335)']"
176,2022-03-01 13:15:00+00:00,2022-03-01 13:20:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (444.4690259114103 4339.368686524556)']"
177,2022-03-01 11:25:00+00:00,2022-03-01 11:30:00+00:00,"['POINT (413.840000705876 1194.128694228948)', 'POINT (403.1495848862235 1039.0698968230122)']"
177,2022-03-01 18:15:00+00:00,2022-03-01 18:45:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1769.403996939719 4069.050012911854)', 'POINT (2187.366673077496 4092.503681482765)', 'POINT (2203.6747213035105 4486.73430093518)', 'POINT (2163.0709629213466 4903.515205351129)', 'POINT (2190.2571300891805 5300.1883035933415)', 'POINT (2414.336435689438 5379.863523612927)']"
178,2022-03-01 10:45:00+00:00,2022-03-01 10:50:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (672.282190162093 1593.6046208989999)']"
179,2022-03-01 15:50:00+00:00,2022-03-01 15:55:00+00:00,"['POINT (413.840000705876 1194.128694228948)', 'POINT (305.2195659070266 1021.4359954249875)']"
179,2022-03-01 07:55:00+00:00,2022-03-01 08:00:00+00:00,"['POINT (413.840000705876 1194.128694228948)', 'POINT (305.2195659070266 1021.4359954249875)']"
180,2022-03-01 15:45:00+00:00,2022-03-01 16:00:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-485.3628417410773 4408.495089625616)', 'POINT (-452.16093775275687 3989.9925773844875)', 'POINT (-214.3899821737698 3882.5697563472454)']"
180,2022-03-01 08:00:00+00:00,2022-03-01 08:10:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (21.75570206567331 1659.4249457825504)', 'POINT (-174.39827933640387 1616.354671301628)']"
181,2022-03-01 09:35:00+00:00,2022-03-01 09:45:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1162.0017554153767 4296.663810885262)', 'POINT (1123.8877850301797 4391.590023029645)']"
182,2022-03-01 16:55:00+00:00,2022-03-01 17:00:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1632.7879721294803 4219.229827212452)']"
182,2022-03-01 08:30:00+00:00,2022-03-01 08:35:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1632.7879721294803 4219.229827212452)']"
183,2022-03-01 15:20:00+00:00,2022-03-01 15:30:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3522.074467821355 6663.545600635845)', 'POINT (-3458.783208592403 6755.439893126464)']"
183,2022-03-01 08:05:00+00:00,2022-03-01 08:15:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3522.074467821355 6663.545600635845)', 'POINT (-3458.783208592403 6755.439893126464)']"
184,2022-03-01 11:30:00+00:00,2022-03-01 11:35:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1484.932259626414 4029.7950543491843)']"
185,2022-03-01 09:05:00+00:00,2022-03-01 09:10:00+00:00,"['POINT (-3927.9102395808727 5494.63962663673)', 'POINT (-3829.6416522058457 5807.499331301993)']"
186,2022-03-01 19:05:00+00:00,2022-03-01 19:20:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-485.3628417410773 4408.495089625616)', 'POINT (-452.16093775275687 3989.9925773844875)', 'POINT (-216.41749932154758 3883.556451022049)']"
186,2022-03-01 13:00:00+00:00,2022-03-01 13:05:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (679.902227323963 1589.9770996065429)']"
187,2022-03-01 12:05:00+00:00,2022-03-01 12:10:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-792.7216062362415 4950.774796128136)']"
188,2022-03-01 22:55:00+00:00,2022-03-01 23:05:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1341.6102061350086 4482.37795642228)', 'POINT (1308.0915448803137 4741.777586786875)']"
188,2022-03-01 15:10:00+00:00,2022-03-01 15:20:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1341.6102061350086 4482.37795642228)', 'POINT (1384.297663818654 4827.6372093189275)']"
189,2022-03-01 12:55:00+00:00,2022-03-01 13:05:00+00:00,"['POINT (-3927.9102395808727 5494.63962663673)', 'POINT (-3470.236574785854 5445.70168730304)', 'POINT (-3330.232882593273 5319.805979575694)']"
190,2022-03-01 07:45:00+00:00,2022-03-01 07:50:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (276.93388958512855 1725.7239236242585)']"
190,2022-03-01 15:20:00+00:00,2022-03-01 15:25:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (276.93388958512855 1725.7239236242585)']"
191,2022-03-01 13:30:00+00:00,2022-03-01 13:35:00+00:00,"['POINT (413.840000705876 1194.128694228948)', 'POINT (39.906683627062975 1273.7506248395198)']"
191,2022-03-01 19:45:00+00:00,2022-03-01 20:05:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (401.00364888735993 4632.191656083583)', 'POINT (53.71315310962717 4727.81027677455)', 'POINT (-230.4186780140786 4884.415495659691)', 'POINT (-260.14955811919856 5040.127207189135)']"
192,2022-03-01 13:40:00+00:00,2022-03-01 13:55:00+00:00,"['POINT (-2126.1723943111892 4285.182228265561)', 'POINT (-2035.6466821373426 4747.380166356886)', 'POINT (-2171.8332217776797 5056.986837043644)', 'POINT (-2378.7320101660416 5188.153094420233)']"
193,2022-03-01 09:50:00+00:00,2022-03-01 09:55:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1508.409251855163 4027.5026640035085)']"
194,2022-03-01 14:30:00+00:00,2022-03-01 14:40:00+00:00,"['POINT (-1176.8013302032396 5846.6471242364805)', 'POINT (-870.7563568970724 5575.685938302714)', 'POINT (-633.4680984965175 5351.997159696897)']"
195,2022-03-01 16:40:00+00:00,2022-03-01 16:45:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3289.253501466891 6151.746931887733)']"
195,2022-03-01 08:55:00+00:00,2022-03-01 09:00:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3289.253501466891 6151.746931887733)']"
196,2022-03-01 15:15:00+00:00,2022-03-01 15:20:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (452.1001385838099 4332.363132641688)']"
196,2022-03-01 07:40:00+00:00,2022-03-01 07:45:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (452.1001385838099 4332.363132641688)']"
197,2022-03-01 20:00:00+00:00,2022-03-01 20:05:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1267.1464684951388 3622.504787056491)']"
197,2022-03-01 13:45:00+00:00,2022-03-01 13:55:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1145.055027682096 3828.2363613621983)', 'POINT (1098.8444415655485 3732.9374787574848)']"
198,2022-03-01 15:15:00+00:00,2022-03-01 15:25:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3522.074467821355 6663.545600635845)', 'POINT (-3486.4402458160125 6857.507678297317)']"
198,2022-03-01 07:55:00+00:00,2022-03-01 08:05:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3522.074467821355 6663.545600635845)', 'POINT (-3486.4402458160125 6857.507678297317)']"
199,2022-03-01 08:20:00+00:00,2022-03-01 08:35:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1350.3911517156644 3643.7508305016736)', 'POINT (1316.6371548098095 3289.3702705573814)', 'POINT (1176.658806957914 3153.5278367726637)']"
200,2022-03-01 08:45:00+00:00,2022-03-01 08:50:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3201.8201569092835 6639.226241528231)']"
200,2022-03-01 16:40:00+00:00,2022-03-01 16:45:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3201.8201569092835 6639.226241528231)']"
201,2022-03-01 12:40:00+00:00,2022-03-01 12:45:00+00:00,"['POINT (-1176.8013302032396 5846.6471242364805)', 'POINT (-849.9599201664371 5836.984949240042)']"
202,2022-03-01 16:45:00+00:00,2022-03-01 16:50:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1498.4522804234002 4291.027758691908)']"
203,2022-03-01 14:45:00+00:00,2022-03-01 15:05:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (21.75570206567331 1659.4249457825504)', 'POINT (-397.09115213460416 1661.086640136248)', 'POINT (-811.824901059456 1602.2205955346656)', 'POINT (-899.3975193281615 1335.5535732264411)']"
203,2022-03-01 22:15:00+00:00,2022-03-01 22:30:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (21.75570206567331 1659.4249457825504)', 'POINT (-397.09115213460416 1661.086640136248)', 'POINT (-840.0744762437234 1636.8373984737436)']"
204,2022-03-01 12:35:00+00:00,2022-03-01 12:55:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-485.3628417410773 4408.495089625616)', 'POINT (-452.16093775275687 3989.9925773844875)', 'POINT (-220.69440245253037 3750.5003986249194)', 'POINT (-171.02151122458727 3701.663542604163)']"
205,2022-03-01 09:35:00+00:00,2022-03-01 09:40:00+00:00,"['POINT (-3927.9102395808727 5494.63962663673)', 'POINT (-3822.9999694163034 5795.697485231623)']"
205,2022-03-01 19:45:00+00:00,2022-03-01 20:05:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (401.00364888735993 4632.191656083583)', 'POINT (53.71315310962717 4727.81027677455)', 'POINT (-230.4186780140786 4884.415495659691)', 'POINT (-249.76391135751751 5017.447226261519)']"
206,2022-03-01 15:10:00+00:00,2022-03-01 15:20:00+00:00,"['POINT (631.5130723031391 2001.4772026036535)', 'POINT (646.5072927151671 2376.165197219661)', 'POINT (613.7912253910998 2558.4235647890227)']"
206,2022-03-01 07:40:00+00:00,2022-03-01 07:50:00+00:00,"['POINT (631.5130723031391 2001.4772026036535)', 'POINT (646.5072927151671 2376.165197219661)', 'POINT (613.7912253910998 2558.4235647890227)']"
207,2022-03-01 09:20:00+00:00,2022-03-01 09:35:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (21.75570206567331 1659.4249457825504)', 'POINT (-397.09115213460416 1661.086640136248)', 'POINT (-882.0719474960018 1561.907626647738)']"
207,2022-03-01 19:30:00+00:00,2022-03-01 19:50:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (401.00364888735993 4632.191656083583)', 'POINT (53.71315310962717 4727.81027677455)', 'POINT (-230.4186780140786 4884.415495659691)', 'POINT (-257.23280407252673 5032.0819361884905)']"
208,2022-03-01 10:20:00+00:00,2022-03-01 10:30:00+00:00,"['POINT (631.5130723031391 2001.4772026036535)', 'POINT (646.5072927151671 2376.165197219661)', 'POINT (609.3969354890081 2564.8890112413414)']"
208,2022-03-01 21:00:00+00:00,2022-03-01 21:25:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1769.403996939719 4069.050012911854)', 'POINT (2187.366673077496 4092.503681482765)', 'POINT (2203.6747213035105 4486.73430093518)', 'POINT (2163.0709629213466 4903.515205351129)', 'POINT (2256.8967537035414 5347.655739103048)']"
209,2022-03-01 10:50:00+00:00,2022-03-01 11:10:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-485.3628417410773 4408.495089625616)', 'POINT (-452.16093775275687 3989.9925773844875)', 'POINT (-220.69440245253037 3750.5003986249194)', 'POINT (2.8391186517051965 3588.484886387918)']"
209,2022-03-01 21:30:00+00:00,2022-03-01 21:40:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (930.4149642879935 4060.0495537933452)', 'POINT (973.0939238039209 3997.8834268437627)']"
210,2022-03-01 20:35:00+00:00,2022-03-01 20:45:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (21.75570206567331 1659.4249457825504)', 'POINT (-426.6644812473655 1697.7513675583173)']"
210,2022-03-01 13:45:00+00:00,2022-03-01 13:55:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (21.75570206567331 1659.4249457825504)', 'POINT (-338.4023674370211 1805.7096440107969)']"
211,2022-03-01 08:20:00+00:00,2022-03-01 08:25:00+00:00,"['POINT (-3927.9102395808727 5494.63962663673)', 'POINT (-3980.725491718588 5147.767477516182)']"
211,2022-03-01 15:20:00+00:00,2022-03-01 15:25:00+00:00,"['POINT (-3927.9102395808727 5494.63962663673)', 'POINT (-3980.725491718588 5147.767477516182)']"
212,2022-03-01 09:55:00+00:00,2022-03-01 10:05:00+00:00,"['POINT (413.840000705876 1194.128694228948)', 'POINT (781.2482650933101 1227.9835897955506)', 'POINT (1259.3938123778416 1238.4213983032475)']"
213,2022-03-01 10:55:00+00:00,2022-03-01 11:00:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (864.3272328299572 4400.678607732128)']"
214,2022-03-01 12:05:00+00:00,2022-03-01 12:10:00+00:00,"['POINT (-2126.1723943111892 4285.182228265561)', 'POINT (-2107.823358369064 4174.493822869099)']"
215,2022-03-01 14:40:00+00:00,2022-03-01 14:45:00+00:00,"['POINT (-508.1269104463474 6307.584421447018)', 'POINT (-652.2989231811795 5916.2368085762)']"
216,2022-03-01 07:45:00+00:00,2022-03-01 08:00:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-485.3628417410773 4408.495089625616)', 'POINT (-452.16093775275687 3989.9925773844875)', 'POINT (-338.43078247684366 3674.5050481085345)']"
216,2022-03-01 15:25:00+00:00,2022-03-01 15:40:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-485.3628417410773 4408.495089625616)', 'POINT (-452.16093775275687 3989.9925773844875)', 'POINT (-338.43078247684366 3674.5050481085345)']"
217,2022-03-01 09:00:00+00:00,2022-03-01 09:05:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1003.1303538975653 3752.554523883452)']"
218,2022-03-01 13:25:00+00:00,2022-03-01 13:30:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (438.26196264155914 4337.48769555031)']"
219,2022-03-01 14:20:00+00:00,2022-03-01 14:30:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1145.055027682096 3828.2363613621983)', 'POINT (1116.9255625243895 3731.0744138682417)']"
220,2022-03-01 16:30:00+00:00,2022-03-01 16:35:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (753.7054838360351 1400.1424701599562)']"
220,2022-03-01 08:15:00+00:00,2022-03-01 08:20:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (753.7054838360351 1400.1424701599562)']"
221,2022-03-01 15:40:00+00:00,2022-03-01 15:55:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (604.4333856450602 4151.421139320504)', 'POINT (618.6701169170694 3734.1107552804774)', 'POINT (658.7356297698551 3625.4880792356084)']"
222,2022-03-01 12:05:00+00:00,2022-03-01 12:10:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (645.9789773385069 1753.2932585345086)']"
222,2022-03-01 18:25:00+00:00,2022-03-01 18:45:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1769.403996939719 4069.050012911854)', 'POINT (2187.366673077496 4092.503681482765)', 'POINT (2203.6747213035105 4486.73430093518)', 'POINT (2215.392449903611 4769.681157920286)']"
223,2022-03-01 11:30:00+00:00,2022-03-01 11:35:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (682.986873639177 1595.2912148661912)']"
224,2022-03-01 07:50:00+00:00,2022-03-01 07:55:00+00:00,"['POINT (-1989.63526350385 3368.764837974986)', 'POINT (-2200.4730848013824 3569.274535567757)']"
224,2022-03-01 14:35:00+00:00,2022-03-01 14:40:00+00:00,"['POINT (-1989.63526350385 3368.764837974986)', 'POINT (-2200.4730848013824 3569.274535567757)']"
225,2022-03-01 15:20:00+00:00,2022-03-01 15:35:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (401.00364888735993 4632.191656083583)', 'POINT (53.71315310962717 4727.81027677455)', 'POINT (-243.39323064860187 4854.470312161508)']"
225,2022-03-01 07:55:00+00:00,2022-03-01 08:10:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (401.00364888735993 4632.191656083583)', 'POINT (53.71315310962717 4727.81027677455)', 'POINT (-243.39323064860187 4854.470312161508)']"
226,2022-03-01 13:05:00+00:00,2022-03-01 13:10:00+00:00,"['POINT (413.840000705876 1194.128694228948)', 'POINT (27.64877692111972 1249.5804403259986)']"
226,2022-03-01 20:00:00+00:00,2022-03-01 20:05:00+00:00,"['POINT (413.840000705876 1194.128694228948)', 'POINT (200.30530797883364 1293.7754727507527)']"
227,2022-03-01 13:30:00+00:00,2022-03-01 13:35:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (980.4293816131983 4103.072044148652)']"
227,2022-03-01 19:55:00+00:00,2022-03-01 20:05:00+00:00,"['POINT (413.840000705876 1194.128694228948)', 'POINT (653.0249310096121 1045.6277551766495)', 'POINT (759.5302269648053 934.7400698111055)']"
228,2022-03-01 19:50:00+00:00,2022-03-01 20:00:00+00:00,"['POINT (413.840000705876 1194.128694228948)', 'POINT (653.0249310096121 1045.6277551766495)', 'POINT (776.3266317400947 919.7070376524056)']"
228,2022-03-01 09:55:00+00:00,2022-03-01 10:00:00+00:00,"['POINT (-4131.41409222454 7236.525633225643)', 'POINT (-4011.9094534097976 6936.734607713942)']"
229,2022-03-01 11:35:00+00:00,2022-03-01 11:40:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (765.433488668168 1388.077755807866)']"
230,2022-03-01 12:30:00+00:00,2022-03-01 12:35:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3223.6639137313823 6518.139965841427)']"
231,2022-03-01 13:50:00+00:00,2022-03-01 14:00:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (21.75570206567331 1659.4249457825504)', 'POINT (-329.0615540284306 1804.9486797816649)']"
231,2022-03-01 19:40:00+00:00,2022-03-01 20:00:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (401.00364888735993 4632.191656083583)', 'POINT (53.71315310962717 4727.81027677455)', 'POINT (-230.4186780140786 4884.415495659691)', 'POINT (-260.6284224432597 5035.991572241141)']"
232,2022-03-01 16:45:00+00:00,2022-03-01 16:55:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (930.4149642879935 4060.0495537933452)', 'POINT (906.1593515864085 4220.3953080735155)']"
233,2022-03-01 12:00:00+00:00,2022-03-01 12:20:00+00:00,"['POINT (-1176.8013302032396 5846.6471242364805)', 'POINT (-1502.1499471205514 5797.893279166081)', 'POINT (-1920.3754901838015 5827.032460450769)', 'POINT (-2339.614231441085 5841.033358455267)', 'POINT (-2498.673912962637 5872.781529782046)']"
234,2022-03-01 12:45:00+00:00,2022-03-01 12:50:00+00:00,"['POINT (413.840000705876 1194.128694228948)', 'POINT (407.027946131314 1044.501645679795)']"
236,2022-03-01 11:50:00+00:00,2022-03-01 11:55:00+00:00,"['POINT (-3136.1278958093117 6671.917461867151)', 'POINT (-3130.2920427100516 6615.512803600318)']"
237,2022-03-01 11:40:00+00:00,2022-03-01 11:45:00+00:00,"['POINT (-1771.452216635636 4343.580176583138)', 'POINT (-1777.62462494204 4572.214904226945)']"
238,2022-03-01 13:25:00+00:00,2022-03-01 13:30:00+00:00,"['POINT (-3927.9102395808727 5494.63962663673)', 'POINT (-3960.038750009148 5509.0579276542885)']"
239,2022-03-01 13:25:00+00:00,2022-03-01 13:30:00+00:00,"['POINT (497.9967937001494 1624.515148185587)', 'POINT (495.1307639045389 1677.0516579361977)']"
239,2022-03-01 18:55:00+00:00,2022-03-01 19:15:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (401.00364888735993 4632.191656083583)', 'POINT (53.71315310962717 4727.81027677455)', 'POINT (-230.4186780140786 4884.415495659691)', 'POINT (-261.5743635173499 5017.050012488865)']"
240,2022-03-01 20:55:00+00:00,2022-03-01 21:05:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (930.4149642879935 4060.0495537933452)', 'POINT (951.0726200203512 3977.160087341467)']"
240,2022-03-01 14:05:00+00:00,2022-03-01 14:15:00+00:00,"['POINT (413.840000705876 1194.128694228948)', 'POINT (781.2482650933101 1227.9835897955506)', 'POINT (1260.0690060852146 1238.4867087839907)']"
241,2022-03-01 20:35:00+00:00,2022-03-01 20:45:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (930.4149642879935 4060.0495537933452)', 'POINT (972.4868300391977 3995.1135325315413)']"
241,2022-03-01 10:15:00+00:00,2022-03-01 10:20:00+00:00,"['POINT (-4002.9335312988205 6671.996711133368)', 'POINT (-3691.803160529988 6543.728740831151)']"
242,2022-03-01 15:35:00+00:00,2022-03-01 15:40:00+00:00,"['POINT (-1771.452216635636 4343.580176583138)', 'POINT (-1680.1149255436424 4154.285491043946)']"
243,2022-03-01 12:50:00+00:00,2022-03-01 13:00:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1111.3653007378014 3861.7329495084696)', 'POINT (982.3038963141515 3795.1283605168337)']"
244,2022-03-01 16:35:00+00:00,2022-03-01 16:40:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1491.2459124310647 4293.504057864491)']"
245,2022-03-01 23:40:00+00:00,2022-03-01 23:45:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1311.5125194359287 3615.960574934571)']"
245,2022-03-01 15:40:00+00:00,2022-03-01 15:45:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (991.1818964994535 3757.957591507355)']"
246,2022-03-01 12:20:00+00:00,2022-03-01 12:30:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1162.0017554153767 4296.663810885262)', 'POINT (1112.2671876159025 4382.40941910014)']"
247,2022-03-01 17:45:00+00:00,2022-03-01 17:55:00+00:00,"['POINT (413.84000070587604 1194.128694228948)', 'POINT (653.0249310096121 1045.6277551766495)', 'POINT (760.1532231729477 936.4426136668365)']"
247,2022-03-01 12:15:00+00:00,2022-03-01 12:20:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (858.6274291297271 4394.198158029892)']"
248,2022-03-01 13:15:00+00:00,2022-03-01 13:20:00+00:00,"['POINT (-2126.1723943111892 4285.182228265561)', 'POINT (-1916.241433391369 4547.62526295998)']"
249,2022-03-01 16:40:00+00:00,2022-03-01 16:50:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1111.3653007378014 3861.7329495084696)', 'POINT (980.6244872604117 3814.4871485429453)']"
250,2022-03-01 19:50:00+00:00,2022-03-01 20:00:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1350.3911517156644 3643.7508305016736)', 'POINT (1195.8718307906815 3252.6025739598585)']"
250,2022-03-01 12:55:00+00:00,2022-03-01 13:05:00+00:00,"['POINT (1407.7107695149243 4010.4574815269225)', 'POINT (1769.403996939719 4069.050012911854)', 'POINT (2028.178073712494 4131.9653970405425)']"
251,2022-03-01 16:00:00+00:00,2022-03-01 16:15:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (604.4333856450602 4151.421139320504)', 'POINT (618.6701169170694 3734.1107552804774)', 'POINT (596.5211264873325 3637.7003609876015)']"
251,2022-03-01 08:00:00+00:00,2022-03-01 08:15:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (604.4333856450602 4151.421139320504)', 'POINT (618.6701169170694 3734.1107552804774)', 'POINT (596.5211264873325 3637.7003609876015)']"
252,2022-03-01 10:45:00+00:00,2022-03-01 10:50:00+00:00,"['POINT (-1221.4051100732 4941.00338419236)', 'POINT (-807.5425899417532 5031.749960541488)']"
252,2022-03-01 21:25:00+00:00,2022-03-01 21:30:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1527.8879063648026 3805.005074671673)']"
253,2022-03-01 13:40:00+00:00,2022-03-01 13:45:00+00:00,"['POINT (-1176.6989055164295 4726.117600229471)', 'POINT (-989.9836591517037 4767.738732749396)']"
253,2022-03-01 19:40:00+00:00,2022-03-01 19:45:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1533.2191424372613 3808.632381593087)']"
254,2022-03-01 08:10:00+00:00,2022-03-01 08:20:00+00:00,"['POINT (-1176.8013302032396 5846.6471242364805)', 'POINT (-1333.8139986717683 5997.686270344027)', 'POINT (-1662.166147963861 6058.983160804273)']"
254,2022-03-01 16:00:00+00:00,2022-03-01 16:20:00+00:00,"['POINT (698.2411158717262 4392.416668183332)', 'POINT (401.00364888735993 4632.191656083583)', 'POINT (53.71315310962717 4727.81027677455)', 'POINT (-230.4186780140786 4884.415495659691)', 'POINT (-256.6029739968756 5015.586501883844)']"
255,2022-03-01 15:15:00+00:00,2022-03-01 15:30:00+00:00,"['POINT (-1221.4051100732 4941.00338419236)', 'POINT (-1485.079631677474 5246.9437754904775)', 'POINT (-1904.3112044644213 5258.686468832987)', 'POINT (-2148.9164297324896 5268.722815540493)']"
255,2022-03-01 22:20:00+00:00,2022-03-01 22:25:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1609.2459992660865 3893.4265814975274)']"
256,2022-03-01 13:35:00+00:00,2022-03-01 13:40:00+00:00,"['POINT (-820.9290279479601 4497.243308530136)', 'POINT (-826.8572710902813 4584.822098243998)']"
256,2022-03-01 19:15:00+00:00,2022-03-01 19:25:00+00:00,"['POINT (-1989.63526350385 3368.764837974986)', 'POINT (-2205.4130809218723 3251.8479905150257)', 'POINT (-2454.4104899151394 3274.2213479716106)']"
257,2022-03-01 22:10:00+00:00,2022-03-01 22:15:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1599.0359314856662 3884.9640620857713)']"
257,2022-03-01 15:10:00+00:00,2022-03-01 15:15:00+00:00,"['POINT (-1989.63526350385 3368.764837974986)', 'POINT (-2192.928971952797 3326.253336527831)']"
258,2022-03-01 21:10:00+00:00,2022-03-01 21:15:00+00:00,"['POINT (-1623.0740591441258 3872.0300113645017)', 'POINT (-1715.3952628056852 3867.360715227751)']"
258,2022-03-01 14:55:00+00:00,2022-03-01 15:00:00+00:00,"['POINT (-2126.1723943111892 4285.182228265561)', 'POINT (-2119.9230134076465 4185.945163885815)']"
259,2022-03-01 13:00:00+00:00,2022-03-01 13:05:00+00:00,"['POINT (-3927.9102395808727 5494.63962663673)', 'POINT (-4153.907771436503 5374.148073670765)']"
260,2022-03-01 15:40:00+00:00,2022-03-01 15:45:00+00:00,"['POINT (-1771.452216635636 4343.580176583138)', 'POINT (-1894.6500110842692 4569.947084620179)']"
